20230814_204902,gse716,capture/car_20230814_204902.jpg,plate/plate_20230814_204902.jpg
2023-08-14_20:49:02
2023-08-14_20:51:15,gse716,capture/car_2023-08-14_20:51:15.jpg,plate/plate_2023-08-14_20:51:15.jpg
